"Listing URL","Property Type","Latitude","Longitude","Star Rating","Number of Active Days","Bedrooms","Has pool","Cleaning Fee","Extra Guest Fee","Average Daily Rate LTM","Occupancy Rate LTM","Annual Revenue LTM"
"http://airbnb.com/rooms/61745","Entire Home","33.51919","-112.07347","4.2","3","3","t","350","0","402","40","58804"
"http://airbnb.com/rooms/122773","Entire Home","33.474","-112.064","4.9","361","1","f","0","0","106","100","38796"
"http://airbnb.com/rooms/135612","Condo","33.59669","-111.98771","5","135","1","t","175","0","92","57","21090"
"http://airbnb.com/rooms/241046","Private Room","33.55807","-112.09442","4.9","367","1","t","20","0","61","72","18249"
"http://airbnb.com/rooms/242595","Private Room","33.52938","-112.09639","4.8","145","1","t","0","10","42","64","9839"
"http://airbnb.com/rooms/247845","Entire Home","33.47446","-112.06373","4.8","35","5","f","0","4","1541","100","564006"
"http://airbnb.com/rooms/262609","Entire Home","33.35782","-111.98523","5","129","3","f","0","0","180","100","65880"
"http://airbnb.com/rooms/264285","Entire Home","33.51613","-112.07712","5","4","1","t","50","0","59","100","26169"
"http://airbnb.com/rooms/267547","Entire Home","33.57693","-112.07162","4.8","61","1","t","0","0","98","81","29052"
"http://airbnb.com/rooms/293853","Private Room","33.36299","-111.98255","5","135","1","f","0","0","65","83","19745"
"http://airbnb.com/rooms/319881","Private Room","33.596","-112.083","4.8","107","1","t","325","0","123","41","32909"
"http://airbnb.com/rooms/420248","Condo","33.50757","-112.06097","4.8","11","1","t","99","0","301","76","93596"
"http://airbnb.com/rooms/422497","Entire Home","33.51818","-112.03829","5","235","3","t","195","40","453","39","69520"
"http://airbnb.com/rooms/425749","Private Room","33.36114","-111.98378","0","42","1","f","0","0","91","43","14318"
"http://airbnb.com/rooms/439734","Entire Home","33.518","-112.008","5","249","5","t","350","0","681","49","128819"
"http://airbnb.com/rooms/549898","Condo","33.529","-112.052","5","148","1","f","0","0","115","100","42090"
"http://airbnb.com/rooms/655839","Entire Home","33.461","-112.069","4.9","367","1","t","65","0","203","57","47147"
"http://airbnb.com/rooms/666599","Private Room","33.50751","-112.07218","5","112","1","f","35","0","314","99","115832"
"http://airbnb.com/rooms/744798","Private Room","33.50902","-112.07349","5","18","1","t","0","0","300","40","43920"
"http://airbnb.com/rooms/944034","Private Room","33.48974","-111.96958","5","328","1","t","0","0","99","63","22827"
"http://airbnb.com/rooms/950336","Entire Home","33.51866","-112.02462","5","150","8","t","1000","107","4500","33","570350"
"http://airbnb.com/rooms/964314","Private Room","33.52858","-112.09816","5","240","1","t","0","10","40","36","5270"
"http://airbnb.com/rooms/1004299","Entire Home","33.53313","-112.06102","5","228","4","t","275","0","472","36","65281"
"http://airbnb.com/rooms/1050903","Condo","33.57939","-112.12776","5","7","2","t","140","0","175","86","128309"
"http://airbnb.com/rooms/1118308","Private Room","33.54062","-112.04931","4.8","4","1","t","0","50","51","100","18666"
"http://airbnb.com/rooms/1258689","Entire Home","33.29228","-112.07337","4.8","209","3","t","225","4","379","70","103011"
"http://airbnb.com/rooms/1462076","Entire Home","33.381","-111.975","4.8","151","3","t","199","0","250","50","53950"
"http://airbnb.com/rooms/1552012","Entire Home","33.61378","-111.93222","4.9","326","4","t","250","0","287","55","67316"
"http://airbnb.com/rooms/1567347","Entire Home","33.48293","-112.0989","4.8","59","1","f","65","13","126","35","20980"
"http://airbnb.com/rooms/1593839","Entire Home","33.47446","-112.24057","4.6","28","3","t","250","6","157","34","22810"
"http://airbnb.com/rooms/1601396","Entire Home","33.50918","-111.9612","5","222","5","t","600","15","1741","47","327184"
"http://airbnb.com/rooms/1727774","Entire Home","33.48005","-112.05201","5","110","1","f","0","10","88","33","10627"
"http://airbnb.com/rooms/1960058","Entire Home","33.50849","-111.99967","4.9","72","1","t","85","0","82","100","31740"
"http://airbnb.com/rooms/1965314","Entire Home","33.58048","-112.12619","3.5","213","1","t","120","0","125","72","38095"
"http://airbnb.com/rooms/1980683","Condo","33.582","-112.056","4.5","303","2","t","100","4","165","69","45173"
"http://airbnb.com/rooms/2094464","Entire Home","33.45","-112.056","5","342","3","f","150","8","287","41","47722"
"http://airbnb.com/rooms/2097401","Condo","33.58148","-111.96626","5","65","3","t","250","0","179","46","31544"
"http://airbnb.com/rooms/2156290","Private Room","33.51795","-112.102","4.9","250","1","f","25","0","50","96","18410"
"http://airbnb.com/rooms/2227565","Condo","33.57417","-112.07462","4.8","318","1","t","150","0","67","88","22615"
"http://airbnb.com/rooms/2378093","Private Room","33.51829","-112.1016","4.9","345","1","f","25","0","46","80","14477"
"http://airbnb.com/rooms/2380562","Entire Home","33.48677","-112.05561","4.8","25","3","t","150","0","170","67","70243"
"http://airbnb.com/rooms/2413168","Entire Home","33.50676","-112.07832","4.7","60","Studio","f","140","0","131","70","42102"
"http://airbnb.com/rooms/2447834","Entire Home","33.48674","-112.06472","4.9","163","2","f","85","17","174","54","35343"
"http://airbnb.com/rooms/2448403","Entire Home","33.47313","-111.96531","5","363","1","t","59","19","163","85","57432"
"http://airbnb.com/rooms/2544823","Private Room","33.48087","-111.96317","5","4","1","f","60","10","55","100","25620"
"http://airbnb.com/rooms/2564300","Condo","33.60728","-112.06159","4.8","199","2","t","125","10","176","21","15137"
"http://airbnb.com/rooms/2665478","Private Room","33.61937","-112.011","4.8","236","1","f","75","0","42","52","8575"
"http://airbnb.com/rooms/2698043","Entire Home","33.47083","-112.0625","5","314","2","f","0","0","132","45","21741"
"http://airbnb.com/rooms/2787967","Condo","33.372","-111.984","0","96","1","t","130","0","172","100","87238"
"http://airbnb.com/rooms/2788119","Condo","33.372","-111.984","5","98","2","t","130","0","231","38","38437"
"http://airbnb.com/rooms/2788216","Condo","33.372","-111.984","0","84","3","t","130","0","212","89","84916"
"http://airbnb.com/rooms/2838665","Entire Home","33.5505","-112.04622","4.9","180","3","t","400","0","725","71","207918"
"http://airbnb.com/rooms/2866827","Condo","33.46225","-112.00269","4.8","198","3","t","100","0","230","68","60200"
"http://airbnb.com/rooms/2901793","Entire Home","33.61748","-111.93513","4.9","90","3","t","250","0","274","77","85351"
"http://airbnb.com/rooms/2960242","Private Room","33.512","-112.052","5","7","1","t","0","0","94","69","23738"
"http://airbnb.com/rooms/3655206","Condo","33.48474","-112.06512","4.8","96","1","t","70","0","120","66","32189"
"http://airbnb.com/rooms/3656551","Condo","33.581","-112.056","5","164","2","t","100","4","152","76","46743"
"http://airbnb.com/rooms/3658437","Condo","33.582","-112.056","4.8","257","2","t","100","4","173","61","41187"
"http://airbnb.com/rooms/3658624","Condo","33.582","-112.054","5","197","2","t","100","4","173","85","58651"
"http://airbnb.com/rooms/3694746","Condo","33.45091","-111.96764","4.8","358","2","t","150","0","127","63","34805"
"http://airbnb.com/rooms/3810472","Entire Home","33.49269","-112.00306","5","324","1","t","30","17","165","64","40615"
"http://airbnb.com/rooms/3993183","Entire Home","33.47033","-112.05222","5","291","2","f","0","0","168","90","55339"
"http://airbnb.com/rooms/3994806","Entire Home","33.34441","-111.97668","4.8","30","3","t","250","0","222","76","70906"
"http://airbnb.com/rooms/4023993","Entire Home","33.47825","-111.97069","5","302","1","t","0","10","118","69","29800"
"http://airbnb.com/rooms/4128350","Private Room","33.29821","-111.99492","5","309","1","f","50","15","43","78","13401"
"http://airbnb.com/rooms/4154797","Entire Home","33.55504","-112.07805","4.8","35","4","t","250","0","300","100","128100"
"http://airbnb.com/rooms/4196800","Entire Home","33.49735","-111.98352","5","62","2","f","73","23","206","74","60963"
"http://airbnb.com/rooms/4219071","Entire Home","33.48864","-112.06478","5","193","1","f","65","0","104","51","20769"
"http://airbnb.com/rooms/4261748","Entire Home","33.29993","-112.06026","4.5","46","2","t","100","7","106","94","37260"
"http://airbnb.com/rooms/4279664","Entire Home","33.57249","-112.04294","5","330","9","t","350","7","1076","59","247490"
"http://airbnb.com/rooms/4322820","Entire Home","33.46131","-112.07751","4.9","129","1","f","75","18","292","76","85905"
"http://airbnb.com/rooms/4341475","Entire Home","33.49237","-112.06599","4.6","221","1","f","100","7","77","84","28310"
"http://airbnb.com/rooms/4358593","Entire Home","33.48483","-112.05148","4.8","7","2","f","0","0","254","17","15790"
"http://airbnb.com/rooms/4401025","Condo","33.373","-111.981","0","4","1","t","0","0","206","100","75396"
"http://airbnb.com/rooms/4401208","Condo","33.373","-111.981","5","4","2","t","0","0","239","100","87474"
"http://airbnb.com/rooms/4401397","Condo","33.373","-111.981","0","4","3","t","0","0","271","100","99186"
"http://airbnb.com/rooms/4462429","Entire Home","33.3653","-112.05906","4.5","301","4","f","135","2","153","60","37375"
"http://airbnb.com/rooms/4490534","Entire Home","33.383","-112.011","4.8","365","3","t","165","0","209","51","44802"
"http://airbnb.com/rooms/4541362","Condo","33.58577","-111.97369","4.9","6","2","t","150","75","87","100","59292"
"http://airbnb.com/rooms/4568492","Entire Home","33.54722","-112.14129","4.8","361","6","t","150","0","351","35","50438"
"http://airbnb.com/rooms/4606246","Entire Home","33.527","-112.023","4.5","275","2","t","165","3","171","83","54362"
"http://airbnb.com/rooms/4607616","Condo","33.529","-112.052","5","183","2","f","0","6","110","100","40260"
"http://airbnb.com/rooms/4614383","Entire Home","33.47127","-111.98282","4.8","11","3","t","130","0","269","100","102779"
"http://airbnb.com/rooms/4713385","Entire Home","33.47255","-111.9819","4.9","4","1","t","35","0","173","100","66520"
"http://airbnb.com/rooms/4778726","Entire Home","33.50076","-112.02749","5","17","3","t","150","0","275","42","51972"
"http://airbnb.com/rooms/4781337","Condo","33.45077","-112.06542","4.8","40","2","t","175","0","323","51","68296"
"http://airbnb.com/rooms/4815328","Entire Home","33.53658","-112.00447","5","333","4","t","500","0","540","18","35576"
"http://airbnb.com/rooms/4819866","Entire Home","33.47854","-112.01955","4.5","35","1","f","0","0","54","100","19764"
"http://airbnb.com/rooms/4841576","Entire Home","33.54216","-112.10917","4.8","46","1","f","0","0","142","57","29622"
"http://airbnb.com/rooms/4847061","Entire Home","33.37903","-112.01973","4.8","241","2","t","145","3","144","58","35412"
"http://airbnb.com/rooms/4860426","Entire Home","33.50466","-112.0072","5","153","2","f","175","0","717","73","191569"
"http://airbnb.com/rooms/4901065","Private Room","33.4775","-112.10062","4.8","177","1","t","35","10","77","75","22078"
"http://airbnb.com/rooms/4909557","Entire Home","33.56994","-112.04497","5","46","Studio","f","100","0","80","100","32463"
"http://airbnb.com/rooms/4952230","Condo","33.38553","-112.01314","4.8","35","Studio","f","99","0","234","27","28297"
"http://airbnb.com/rooms/4955915","Entire Home","33.46488","-112.07711","5","4","1","f","50","0","90","100","32940"
"http://airbnb.com/rooms/4957304","Entire Home","33.41682","-112.26908","4.9","298","4","t","150","0","196","87","71806"
"http://airbnb.com/rooms/4965301","Entire Home","33.47323","-111.97185","4.9","209","2","t","90","0","93","100","42549"
"http://airbnb.com/rooms/4975977","Private Room","33.4574","-112.07641","5","4","1","f","0","0","80","100","29280"
"http://airbnb.com/rooms/4978697","Condo","33.58793","-111.95968","5","54","1","f","99","0","253","44","46109"
"http://airbnb.com/rooms/4988810","Entire Home","33.4796","-112.10101","5","151","Studio","f","45","0","101","100","40784"
"http://airbnb.com/rooms/4989294","Entire Home","33.51497","-111.97302","5","339","5","t","500","9","2682","51","520056"
"http://airbnb.com/rooms/4998513","Entire Home","33.4571","-112.07981","4.8","6","Studio","f","60","0","900","80","263520"
"http://airbnb.com/rooms/5002488","Entire Home","33.44316","-112.0678","4.8","17","2","f","80","0","183","64","48032"
"http://airbnb.com/rooms/5007662","Private Room","33.47723","-111.98952","0","14","1","f","0","0","200","69","50508"
"http://airbnb.com/rooms/5013072","Private Room","33.58655","-111.95952","3.9","69","1","t","0","0","219","80","64124"
"http://airbnb.com/rooms/5022119","Entire Home","33.47745","-112.10255","4.9","192","3","t","150","0","506","41","77645"
"http://airbnb.com/rooms/5031245","Entire Home","33.582","-112.033","5","156","3","t","200","4","453","18","30782"
"http://airbnb.com/rooms/5052208","Private Room","33.474","-112.049","5","4","1","f","0","0","52","100","19032"
"http://airbnb.com/rooms/5060889","Private Room","33.48879","-112.08407","5","47","1","f","39","10","106","79","32169"
"http://airbnb.com/rooms/5060980","Entire Home","33.476","-112.038","4.5","304","2","f","125","0","102","55","23241"
"http://airbnb.com/rooms/5061141","Entire Home","33.476","-112.038","4.5","354","Studio","f","75","17","70","58","17263"
"http://airbnb.com/rooms/5070208","Entire Home","33.56018","-112.12398","4.6","140","3","f","100","5","164","36","24747"
"http://airbnb.com/rooms/5085324","Entire Home","33.4622","-112.08638","4.9","367","1","f","25","2","117","62","28893"
"http://airbnb.com/rooms/5085836","Entire Home","33.46065","-112.08936","5","305","1","t","50","0","121","94","45889"
"http://airbnb.com/rooms/5086467","Entire Home","33.53779","-112.06474","4.3","218","3","t","100","0","149","51","30499"
"http://airbnb.com/rooms/5093558","Entire Home","33.47391","-112.09165","4.9","56","2","f","100","0","235","86","81814"
"http://airbnb.com/rooms/5095136","Entire Home","33.506","-112.025","5","234","4","f","100","0","281","57","63784"
"http://airbnb.com/rooms/5095394","Private Room","33.5197","-112.04388","5","172","1","t","25","0","50","28","5284"
"http://airbnb.com/rooms/5096200","Entire Home","33.52375","-112.08672","4.5","4","2","t","0","0","181","100","66246"
"http://airbnb.com/rooms/5100620","Private Room","33.4804","-112.10131","5","88","1","t","15","10","84","25","9370"
"http://airbnb.com/rooms/5105820","Private Room","33.53178","-112.10328","0","4","1","t","100","0","185","100","67710"
"http://airbnb.com/rooms/5112739","Entire Home","33.30792","-111.99907","5","367","1","t","0","0","102","90","33599"
"http://airbnb.com/rooms/5144321","Entire Home","33.53055","-112.05964","4.5","191","Studio","t","55","0","98","44","16836"
"http://airbnb.com/rooms/5152787","Entire Home","33.4639","-112.07814","4.9","236","1","t","40","0","109","55","23244"
"http://airbnb.com/rooms/5163045","Entire Home","33.3682","-111.97103","0","4","1","t","80","0","400","100","146400"
"http://airbnb.com/rooms/5163585","Entire Home","33.45535","-112.06238","5","38","2","f","150","0","310","63","77255"
"http://airbnb.com/rooms/5164242","Entire Home","33.61369","-111.94835","4.8","195","1","f","150","0","179","63","45215"
"http://airbnb.com/rooms/5173775","Entire Home","33.47879","-112.02383","5","286","Studio","f","20","7","93","98","36992"
"http://airbnb.com/rooms/5174190","Private Room","33.38221","-111.97231","4.9","107","1","t","0","20","50","100","18300"
"http://airbnb.com/rooms/5203521","Entire Home","33.50135","-111.98784","4.8","4","3","t","0","0","300","100","109800"
"http://airbnb.com/rooms/5213680","Entire Home","33.46741","-112.21174","4.7","367","1","f","15","10","70","53","14566"
"http://airbnb.com/rooms/5278709","Entire Home","33.53588","-112.06073","4.8","337","2","t","90","2","153","80","50468"
"http://airbnb.com/rooms/5506852","Private Room","33.50569","-112.01647","5","28","1","f","125","13","163","39","34705"
"http://airbnb.com/rooms/5561345","Entire Home","33.60995","-111.94833","4.8","350","4","t","195","0","268","67","76119"
"http://airbnb.com/rooms/5578924","Private Room","33.49232","-112.08108","5","94","1","t","25","0","125","91","42993"
"http://airbnb.com/rooms/5586804","Entire Home","33.491","-112.06789","4.8","123","1","f","70","33","101","93","40626"
"http://airbnb.com/rooms/5685730","Entire Home","33.466","-112.083","4.8","276","Studio","t","90","0","113","32","15621"
"http://airbnb.com/rooms/5715382","Condo","33.3854","-112.01386","4.8","35","Studio","f","99","0","213","31","29343"
"http://airbnb.com/rooms/5725504","Entire Home","33.45573","-112.06404","4.6","354","2","f","90","7","114","57","28528"
"http://airbnb.com/rooms/5834919","Private Room","33.49856","-112.03939","4.9","71","1","f","19","19","70","88","24996"
"http://airbnb.com/rooms/5837857","Private Room","33.4788","-112.10228","4.8","262","1","t","35","10","76","63","18551"
"http://airbnb.com/rooms/5871289","Entire Home","33.53071","-112.08464","4.7","311","3","f","70","6","160","74","45476"
"http://airbnb.com/rooms/5926661","Entire Home","33.51393","-112.0804","5","154","1","f","60","0","88","64","22609"
"http://airbnb.com/rooms/5947883","Private Room","33.52587","-112.05012","5","345","1","t","0","0","60","73","16031"
"http://airbnb.com/rooms/6044404","Condo","33.529","-112.052","5","289","1","f","0","0","114","100","41724"
"http://airbnb.com/rooms/6178832","Entire Home","33.5894","-112.05681","5","204","2","t","100","0","148","98","64387"
"http://airbnb.com/rooms/6256670","Entire Home","33.47448","-112.07636","5","236","3","f","125","20","230","74","68302"
"http://airbnb.com/rooms/6334371","Entire Home","33.456","-112.065","4.6","341","1","f","75","0","83","82","31027"
"http://airbnb.com/rooms/6377453","Entire Home","33.49722","-112.05737","4.7","174","Studio","f","45","0","121","64","29196"
"http://airbnb.com/rooms/6394593","Entire Home","33.455","-112.06375","4.6","355","2","f","90","8","135","62","35645"
"http://airbnb.com/rooms/6436968","Entire Home","33.37275","-112.02437","4.7","292","5","t","250","0","283","79","95614"
"http://airbnb.com/rooms/6522542","Entire Home","33.47041","-112.06373","4.7","105","2","t","175","0","222","74","86355"
"http://airbnb.com/rooms/6522990","Entire Home","33.36247","-111.98255","4.8","213","3","t","100","0","239","90","83194"
"http://airbnb.com/rooms/6525125","Entire Home","33.46675","-112.07824","5","95","Studio","t","25","0","85","100","34577"
"http://airbnb.com/rooms/6694430","Private Room","33.46811","-111.97611","4.8","32","1","t","25","0","85","30","13050"
"http://airbnb.com/rooms/6741050","Private Room","33.30983","-112.00283","5","365","1","t","0","17","80","82","24010"
"http://airbnb.com/rooms/6784944","Entire Home","33.47906","-112.08276","4.7","101","1","t","100","0","86","56","19800"
"http://airbnb.com/rooms/6869193","Private Room","33.58843","-111.95915","5","4","1","t","0","0","195","100","71370"
"http://airbnb.com/rooms/6913571","Entire Home","33.3814","-111.9985","5","269","3","t","120","9","220","48","43547"
"http://airbnb.com/rooms/6975067","Entire Home","33.5016","-112.08949","4.9","317","1","f","40","0","75","65","19921"
"http://airbnb.com/rooms/7094889","Entire Home","33.52445","-112.0519","4.8","4","2","t","125","0","159","100","58194"
"http://airbnb.com/rooms/7158701","Entire Home","33.57911","-111.99888","5","137","1","t","100","75","169","39","24925"
"http://airbnb.com/rooms/7278793","Condo","33.30181","-112.05936","4.7","46","1","t","100","0","75","86","27585"
"http://airbnb.com/rooms/7438232","Entire Home","33.458","-112.061","4.7","102","Studio","f","50","10","103","54","27353"
"http://airbnb.com/rooms/7457644","Entire Home","33.466","-112.084","4.8","358","Studio","t","75","0","120","38","18990"
"http://airbnb.com/rooms/7499190","Entire Home","33.37568","-112.11131","4.8","190","1","f","30","10","67","99","26647"
"http://airbnb.com/rooms/7596447","Private Room","33.556","-112.05","5","167","1","t","10","0","117","79","34334"
"http://airbnb.com/rooms/7693843","Entire Home","33.485797814851686","-112.09269168237395","0","35","3","t","0","0","133","79","38451"
"http://airbnb.com/rooms/7777055","Entire Home","33.48059","-112.08099","4.7","4","1","t","80","0","99","100","36234"
"http://airbnb.com/rooms/7840539","Entire Home","33.58686","-112.03191","5","166","1","t","75","0","167","33","23642"
"http://airbnb.com/rooms/7948200","Private Room","33.56962","-112.14663","4.9","222","1","f","20","0","60","77","17667"
"http://airbnb.com/rooms/8134279","Private Room","33.47481","-112.00007","5","266","1","f","0","0","81","36","10673"
"http://airbnb.com/rooms/8188543","Entire Home","33.49152","-112.02185","4.9","193","1","f","60","10","109","85","36640"
"http://airbnb.com/rooms/8347702","Entire Home","33.47007","-112.0834","4.9","332","1","t","50","0","89","91","33336"
"http://airbnb.com/rooms/8351339","Hotel Room","33.46596","-112.0516","4.6","274","1","f","50","0","54","64","14452"
"http://airbnb.com/rooms/8594027","Entire Home","33.501","-112.081","4.9","57","Studio","t","45","10","90","100","34963"
"http://airbnb.com/rooms/8648637","Entire Home","33.36702","-111.97323","4.8","348","2","t","150","7","190","66","51733"
"http://airbnb.com/rooms/8688386","Condo","33.45715","-112.06424","4.6","346","2","f","90","7","93","59","24652"
"http://airbnb.com/rooms/8848131","Entire Home","33.47446","-111.96466","5","361","1","t","39","0","117","89","44478"
"http://airbnb.com/rooms/8887741","Private Room","33.45723","-112.08474","4.9","99","2","f","60","25","98","100","40304"
"http://airbnb.com/rooms/8923375","Condo","33.5808","-112.05531","4.8","318","2","t","150","0","146","62","37964"
"http://airbnb.com/rooms/8924955","Entire Home","33.46422","-112.09035","5","366","Studio","f","49","0","71","84","28688"
"http://airbnb.com/rooms/8936721","Entire Home","33.52592","-112.07508","5","104","5","t","120","0","3000","18","199752"
"http://airbnb.com/rooms/8973941","Entire Home","33.46961","-112.07365","5","4","1","t","200","0","154","100","111264"
"http://airbnb.com/rooms/9032664","Private Room","33.60083","-111.9626","0","122","4","t","100","0","325","32","39264"
"http://airbnb.com/rooms/9048189","Entire Home","33.58147","-111.96784","4.7","215","2","t","150","0","140","49","29193"
"http://airbnb.com/rooms/9080854","Entire Home","33.353","-112.097","4.8","142","4","t","250","3","426","57","103691"
"http://airbnb.com/rooms/9158115","Entire Home","33.4566","-112.07966","4.8","23","5","f","85","0","385","52","80043"
"http://airbnb.com/rooms/9371516","Private Room","33.48037","-112.04331","4.9","367","1","f","0","10","65","69","16415"
"http://airbnb.com/rooms/9493384","Entire Home","33.45912","-112.07739","5","11","2","f","65","10","121","65","35269"
"http://airbnb.com/rooms/9544662","Entire Home","33.51962","-112.14471","4","53","3","f","100","0","204","36","30330"
"http://airbnb.com/rooms/9548958","Entire Home","33.50193","-112.00822","5","36","3","f","0","0","296","97","105083"
"http://airbnb.com/rooms/9786215","Entire Home","33.4852","-112.00103","4.9","349","2","t","109","20","108","78","37462"
"http://airbnb.com/rooms/9878161","Entire Home","33.493","-112.086","4.8","322","3","f","200","0","148","54","39480"
"http://airbnb.com/rooms/9955035","Entire Home","33.54372","-112.08348","5","191","2","t","75","0","225","33","30050"
"http://airbnb.com/rooms/9968057","Entire Home","33.61613","-112.01978","5","345","1","t","55","5","106","86","35582"
"http://airbnb.com/rooms/9999153","Entire Home","33.54093","-112.04546","5","337","1","t","50","0","120","99","48151"
"http://airbnb.com/rooms/10055551","Entire Home","33.49303","-111.98481","5","13","Studio","f","100","0","65","28","12303"
"http://airbnb.com/rooms/10106769","Entire Home","33.47309","-112.04298","4.8","309","Studio","f","28","13","62","100","25544"
"http://airbnb.com/rooms/10121500","Entire Home","33.50509","-112.08882","4.8","359","3","f","95","2","127","56","29807"
"http://airbnb.com/rooms/10194384","Condo","33.51111","-112.03013","4.8","235","2","t","85","0","116","77","36927"
"http://airbnb.com/rooms/10265841","Entire Home","33.50705","-111.97437","4.5","335","6","t","550","0","840","63","222530"
"http://airbnb.com/rooms/10281631","Private Room","33.37158","-111.98315","5","35","2","t","125","0","240","27","32867"
"http://airbnb.com/rooms/10312822","Entire Home","33.47664","-112.08202","5","367","Studio","f","69","7","97","52","22452"
"http://airbnb.com/rooms/10318336","Condo","33.30467","-111.99917","4.7","203","2","t","100","4","78","100","31974"
"http://airbnb.com/rooms/10319467","Condo","33.30489","-111.99818","4.7","182","1","t","90","0","60","100","26847"
"http://airbnb.com/rooms/10319825","Entire Home","33.461","-112.069","4.9","367","1","t","60","0","115","77","38273"
"http://airbnb.com/rooms/10367258","Entire Home","33.461","-112.069","4.9","367","1","t","60","0","112","80","38837"
"http://airbnb.com/rooms/10450838","Condo","33.29755","-112.05862","5","42","2","t","125","0","42","57","9847"
"http://airbnb.com/rooms/10469137","Private Room","33.5854","-112.12572","5","32","1","f","12","10","62","98","23744"
"http://airbnb.com/rooms/10496960","Entire Home","33.52281","-112.0148","4.8","367","1","f","60","0","101","94","43843"
"http://airbnb.com/rooms/10502192","Entire Home","33.4679","-112.08921","5","367","1","f","35","0","108","81","36416"
"http://airbnb.com/rooms/10631696","Entire Home","33.44887","-112.06186","5","315","3","f","100","8","190","77","62027"
"http://airbnb.com/rooms/10657460","Private Room","33.521","-112.141","5","206","1","t","60","10","63","55","14281"
"http://airbnb.com/rooms/10659410","Private Room","33.614","-111.938","4.8","343","1","t","30","0","97","61","22680"
"http://airbnb.com/rooms/10708994","Entire Home","33.47513","-111.96353","5","366","1","t","39","0","117","98","49610"
"http://airbnb.com/rooms/10720535","Entire Home","33.56859","-112.08016","4.3","7","2","f","200","10","136","86","63736"
"http://airbnb.com/rooms/10774701","Entire Home","33.47482","-111.96294","5","367","2","t","59","0","256","100","106935"
"http://airbnb.com/rooms/10858701","Condo","33.48717","-112.09245","4.5","366","Studio","f","119","0","105","50","21595"
"http://airbnb.com/rooms/10882483","Entire Home","33.493","-112.086","4.8","4","1","f","80","0","79","90","47946"
"http://airbnb.com/rooms/10911500","Private Room","33.50531","-112.05138","4.9","56","1","t","25","0","199","99","72109"
"http://airbnb.com/rooms/10945532","Private Room","33.49722","-112.00096","5","344","1","t","0","15","45","23","3788"
"http://airbnb.com/rooms/10991606","Private Room","33.45654","-111.98998","4.8","7","1","t","20","0","50","100","19346"
"http://airbnb.com/rooms/11009076","Entire Home","33.401","-112.051","4.9","352","4","f","135","10","102","92","53997"
"http://airbnb.com/rooms/11086504","Condo","33.6","-112.04","4.6","4","3","t","200","1","131","100","377346"
"http://airbnb.com/rooms/11118973","Entire Home","33.47698","-112.08003","5","42","3","f","0","0","427","40","62516"
"http://airbnb.com/rooms/11143178","Entire Home","33.47508","-112.06123","4.8","203","3","f","100","3","186","33","28234"
"http://airbnb.com/rooms/11178917","Entire Home","33.509","-112.076","4.8","63","1","f","0","0","157","27","15517"
"http://airbnb.com/rooms/11241111","Entire Home","33.58389","-111.98963","5","110","1","f","25","0","118","89","40017"
"http://airbnb.com/rooms/11276595","Private Room","33.52368","-112.05506","4.8","4","1","t","0","0","54","30","5948"
"http://airbnb.com/rooms/11303061","Condo","33.372","-111.983","5","35","2","t","0","0","212","31","24051"
"http://airbnb.com/rooms/11344864","Private Room","33.555","-112.059","5","271","1","f","35","0","41","81","12675"
"http://airbnb.com/rooms/11411994","Entire Home","33.619","-112.028","5","310","2","f","150","13","124","100","58135"
"http://airbnb.com/rooms/11439486","Private Room","33.4962","-112.04014","4.8","4","1","t","5","15","35","100","12810"
"http://airbnb.com/rooms/11475588","Entire Home","33.47108","-112.05096","0","35","1","f","0","0","38","100","13908"
"http://airbnb.com/rooms/11640379","Private Room","33.555","-112.059","4.8","4","1","f","0","0","30","100","10980"
"http://airbnb.com/rooms/11680152","Entire Home","33.50719","-112.05504","4.9","242","1","f","110","0","83","93","35904"
"http://airbnb.com/rooms/11686636","Entire Home","33.45","-112.076","5","143","1","t","200","13","91","70","26385"
"http://airbnb.com/rooms/11801052","Condo","33.58514","-111.97286","4.7","35","1","t","250","0","95","89","33557"
"http://airbnb.com/rooms/11812181","Condo","33.536","-112.047","5","279","2","t","85","0","149","64","39919"
"http://airbnb.com/rooms/11868322","Entire Home","33.4553","-112.06365","4.7","354","1","f","75","0","76","78","25961"
"http://airbnb.com/rooms/11927325","Condo","33.372","-111.983","0","367","1","t","99","0","191","88","76425"
"http://airbnb.com/rooms/11927386","Condo","33.372","-111.983","0","235","1","t","99","0","191","97","81377"
"http://airbnb.com/rooms/11927790","Condo","33.372","-111.983","0","367","2","t","99","0","228","77","73635"
"http://airbnb.com/rooms/11927868","Condo","33.372","-111.983","4","329","2","t","0","0","230","61","51350"
"http://airbnb.com/rooms/11927908","Condo","33.372","-111.983","5","367","3","t","99","0","277","73","85264"
"http://airbnb.com/rooms/11927948","Condo","33.372","-111.983","0","245","3","t","99","0","277","63","73188"
"http://airbnb.com/rooms/11935848","Condo","33.58512","-111.97307","4.9","23","1","t","250","0","108","68","30855"
"http://airbnb.com/rooms/12022691","Entire Home","33.404","-112.115","4.9","104","3","f","0","0","101","47","17374"
"http://airbnb.com/rooms/12065016","Entire Home","33.46041","-112.08726","5","48","2","f","55","0","156","100","61290"
"http://airbnb.com/rooms/12070937","Private Room","33.61806","-112.03554","5","11","1","t","20","0","56","11","5590"
